1994,3,13,66.93,34000
2001,3,19,77.68,51000
2001,4,2,148.75,64500
1999,3,7,108.77,43500
1994,2,1,46.57,21000
1999,2,6,69.23,33500
1994,3,2,66.93,31500
2003,2,3,68.00,26000
1994,2,12,46.57,23000
1995,2,12,77.97,37000
1999,3,15,86.57,39000
2002,4,9,165.47,72000
1995,3,3,111.81,50000
2001,3,1,110.14,55000
1994,3,4,64.44,32800
1996,3,1,102.18,44000
2001,4,20,148.75,67000
2001,3,8,77.68,51000
2001,3,10,77.68,49000
1996,3,6,102.18,48000
2000,3,9,105.95,65000
2001,3,2,77.68,48000
1994,2,2,64.28,32000
1994,3,1,66.93,31000
1999,3,3,82.99,44000
1999,2,3,69.32,33000
2000,3,9,84.87,39000
1999,3,1,83.04,40500
1997,3,11,103.42,39900
1999,2,3,69.32,34500
1999,2,14,69.23,32500
1999,2,11,69.23,36000
2004,4,1,164.60,105000
1994,3,2,66.93,32000
2000,3,1,82.15,32500
2004,4,3,161.53,105000
1999,3,7,108.77,43500
1999,3,14,98.95,42000
2001,3,4,77.68,49000
2001,3,16,77.68,49000
2001,3,4,77.68,49000
2006,3,5,69.70,29500
1994,2,29,51.55,29000
1994,2,14,76.68,41000
2001,3,3,77.68,46500
2001,3,4,77.68,49000
2001,3,8,77.68,51000
1995,2,12,77.97,37000
2001,3,8,77.68,51000
2002,3,1,99.29,46000
2006,3,5,69.70,29000
2006,3,3,87.66,29700
1995,2,7,72.23,31000
2001,3,8,77.68,50000
2006,2,8,69.81,30000
1997,4,20,127.53,49000
1994,3,6,64.44,36000
1999,3,5,109.43,50000
1994,2,6,64.28,35000
1994,2,6,64.28,35000
2001,4,10,148.75,69000
2003,3,7,105.34,45000
1994,2,14,76.68,41000
1999,2,4,69.32,35000
1999,2,9,69.32,37000
1994,2,9,51.43,27500
1995,2,13,72.23,33000
2001,3,10,77.68,51000
1994,3,4,66.93,37000
2001,3,16,110.14,62000
2001,3,20,110.14,58000
2001,4,17,148.75,68000
2001,3,10,77.68,48000
1999,3,13,77.92,43000
2001,3,3,77.68,46000
